City,Area Locality,Rent,Size,BHK,Bathroom,Furnishing Status,Tenant Preferred
coimbatore,saibaba colony,10802,961,2,2,semi-furnished,family
coimbatore,kuniamuthur,15443,681,2,2,unfurnished,bachelors
coimbatore,saravanampatti,10009,804,2,2,semi-furnished,bachelors/family
coimbatore,race course,46289,2186,3,3,unfurnished,bachelors/family
coimbatore,kalapatti,19140,1220,3,2,unfurnished,bachelors/family
coimbatore,race course,25469,1155,2,2,semi-furnished,bachelors
coimbatore,peelamedu,7944,554,1,1,furnished,bachelors/family
coimbatore,rs puram,14676,1220,2,2,furnished,bachelors/family
coimbatore,thudiyalur,15167,1366,2,2,furnished,bachelors/family
coimbatore,town hall,8806,602,1,1,unfurnished,bachelors/family
coimbatore,kuniamuthur,3849,289,1,1,unfurnished,bachelors
coimbatore,avinashi road,10048,1820,3,3,unfurnished,bachelors/family
coimbatore,thudiyalur,11493,1076,2,1,semi-furnished,family
coimbatore,peelamedu,14346,1486,2,2,unfurnished,bachelors/family
coimbatore,avinashi road,24637,1186,3,3,unfurnished,bachelors/family
coimbatore,race course,25587,2126,3,4,semi-furnished,family
coimbatore,saravanampatti,18322,1089,2,2,semi-furnished,bachelors
coimbatore,ukkadam,11179,770,2,2,semi-furnished,bachelors/family
coimbatore,town hall,23873,1036,3,2,unfurnished,bachelors
coimbatore,saravanampatti,11811,799,2,2,furnished,bachelors/family
coimbatore,saibaba colony,20944,481,1,1,furnished,bachelors/family
coimbatore,kuniamuthur,14496,814,2,2,semi-furnished,bachelors/family
coimbatore,race course,28762,1294,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,14408,1046,2,2,semi-furnished,bachelors/family
coimbatore,kalapatti,14456,807,2,2,unfurnished,bachelors
coimbatore,gandhipuram,24986,1267,3,3,unfurnished,bachelors/family
coimbatore,gandhipuram,18030,780,2,2,semi-furnished,bachelors/family
coimbatore,race course,10990,437,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,15046,794,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,24037,917,3,2,unfurnished,bachelors
coimbatore,kuniamuthur,4847,340,1,1,unfurnished,bachelors/family
coimbatore,ramanathapuram,70001,2115,3,3,semi-furnished,bachelors/family
coimbatore,kuniamuthur,10976,826,3,2,semi-furnished,bachelors/family
coimbatore,peelamedu,19237,924,2,2,semi-furnished,bachelors/family
coimbatore,race course,22078,1129,2,2,furnished,bachelors/family
coimbatore,ukkadam,10468,667,2,2,semi-furnished,family
coimbatore,rs puram,15067,710,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,49843,1569,3,3,semi-furnished,bachelors
coimbatore,singanallur,8573,389,1,1,unfurnished,bachelors/family
coimbatore,ukkadam,34776,1188,3,3,semi-furnished,family
coimbatore,saibaba colony,29489,1835,3,3,semi-furnished,bachelors
coimbatore,ramanathapuram,11357,760,2,1,unfurnished,bachelors/family
coimbatore,singanallur,10367,982,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,20930,793,2,2,semi-furnished,bachelors/family
coimbatore,avinashi road,10217,500,1,1,unfurnished,bachelors
coimbatore,rs puram,19552,1955,4,4,semi-furnished,family
coimbatore,saibaba colony,218824,3994,4,4,semi-furnished,bachelors/family
coimbatore,kuniamuthur,24661,2004,3,4,semi-furnished,bachelors/family
coimbatore,ukkadam,25563,1152,2,2,semi-furnished,bachelors
coimbatore,thudiyalur,15422,928,2,2,unfurnished,bachelors/family
coimbatore,ramanathapuram,4768,239,1,1,unfurnished,bachelors/family
coimbatore,race course,33318,1072,3,3,semi-furnished,family
coimbatore,saibaba colony,8142,622,1,2,unfurnished,bachelors/family
coimbatore,town hall,19432,1243,3,2,semi-furnished,bachelors
coimbatore,singanallur,7759,791,2,2,semi-furnished,bachelors/family
coimbatore,kuniamuthur,16253,1368,2,3,semi-furnished,bachelors
coimbatore,singanallur,15267,409,2,2,unfurnished,bachelors/family
coimbatore,avinashi road,7836,288,1,1,unfurnished,bachelors/family
coimbatore,ramanathapuram,4686,620,1,1,unfurnished,bachelors/family
coimbatore,town hall,7327,776,2,2,unfurnished,bachelors/family
coimbatore,kalapatti,22709,2088,3,2,semi-furnished,family
coimbatore,ukkadam,6805,526,1,1,unfurnished,bachelors/family
coimbatore,rs puram,14602,783,2,2,semi-furnished,bachelors/family
coimbatore,kalapatti,8045,834,2,1,unfurnished,bachelors/family
coimbatore,kovaipudur,7031,786,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,16540,822,2,2,semi-furnished,bachelors
coimbatore,kuniamuthur,30795,1107,2,2,semi-furnished,bachelors/family
coimbatore,kuniamuthur,15726,1101,2,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,48827,1564,3,3,furnished,bachelors/family
coimbatore,ramanathapuram,9722,920,2,2,semi-furnished,bachelors/family
coimbatore,race course,13533,909,2,2,semi-furnished,bachelors/family
coimbatore,ukkadam,8024,796,2,1,unfurnished,bachelors/family
coimbatore,thudiyalur,8310,694,2,1,unfurnished,bachelors/family
coimbatore,saibaba colony,10187,499,1,1,unfurnished,bachelors
coimbatore,saibaba colony,5028,403,1,1,unfurnished,bachelors/family
coimbatore,ukkadam,11284,960,1,2,unfurnished,bachelors/family
coimbatore,peelamedu,14430,1086,2,2,unfurnished,bachelors
coimbatore,saibaba colony,6342,356,1,1,unfurnished,bachelors/family
coimbatore,kovaipudur,9657,785,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,34733,1478,3,3,semi-furnished,family
coimbatore,saravanampatti,9284,844,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,17451,785,2,2,semi-furnished,bachelors
coimbatore,rs puram,12310,890,2,2,unfurnished,bachelors
coimbatore,race course,26049,1007,2,2,semi-furnished,family
coimbatore,singanallur,20492,1142,3,2,furnished,bachelors
coimbatore,race course,12550,1403,3,3,semi-furnished,bachelors
coimbatore,town hall,132022,2702,3,5,furnished,bachelors/family
coimbatore,saravanampatti,13252,996,3,2,furnished,bachelors/family
coimbatore,thudiyalur,11445,1086,2,1,semi-furnished,family
coimbatore,avinashi road,12372,944,2,2,furnished,family
coimbatore,saravanampatti,9673,1706,3,3,unfurnished,bachelors/family
coimbatore,ukkadam,7642,709,2,1,unfurnished,bachelors/family
coimbatore,rs puram,25207,1292,2,2,semi-furnished,family
coimbatore,town hall,83542,3370,3,3,semi-furnished,bachelors/family
coimbatore,town hall,11984,729,2,2,semi-furnished,bachelors
coimbatore,kovaipudur,12452,941,2,2,furnished,family
coimbatore,kalapatti,7891,818,2,1,unfurnished,bachelors/family
coimbatore,kuniamuthur,6786,794,2,2,unfurnished,family
coimbatore,ukkadam,318067,3510,3,3,semi-furnished,bachelors/family
coimbatore,thudiyalur,9365,555,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,14811,514,1,1,semi-furnished,bachelors/family
coimbatore,saibaba colony,192752,2231,4,4,semi-furnished,bachelors/family
coimbatore,saibaba colony,9044,757,2,2,unfurnished,family
coimbatore,rs puram,6202,434,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,8627,995,2,2,semi-furnished,bachelors/family
coimbatore,singanallur,18445,793,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,20197,984,3,1,semi-furnished,bachelors/family
coimbatore,singanallur,17463,998,2,2,furnished,bachelors/family
coimbatore,gandhipuram,20775,1029,3,2,unfurnished,bachelors/family
coimbatore,kalapatti,74057,2013,3,3,semi-furnished,bachelors
coimbatore,singanallur,14732,498,1,1,semi-furnished,bachelors/family
coimbatore,kalapatti,22480,1199,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,27964,1213,3,3,semi-furnished,bachelors
coimbatore,saibaba colony,15269,1045,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,11431,630,2,2,unfurnished,bachelors/family
coimbatore,rs puram,17344,455,1,1,semi-furnished,bachelors/family
coimbatore,kovaipudur,112305,1442,3,3,furnished,bachelors/family
coimbatore,peelamedu,13470,757,2,2,semi-furnished,bachelors/family
coimbatore,town hall,12925,440,1,1,unfurnished,bachelors
coimbatore,kalapatti,22592,2065,3,2,semi-furnished,family
coimbatore,avinashi road,10329,1508,2,2,furnished,bachelors/family
coimbatore,kovaipudur,8348,486,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,10091,811,2,2,unfurnished,family
coimbatore,gandhipuram,18807,1130,2,2,semi-furnished,bachelors/family
coimbatore,singanallur,10981,670,2,2,unfurnished,bachelors/family
coimbatore,saibaba colony,19341,2035,4,4,semi-furnished,family
coimbatore,peelamedu,7231,955,2,2,semi-furnished,bachelors/family
coimbatore,town hall,33808,1417,3,2,semi-furnished,bachelors
coimbatore,ukkadam,29559,1417,3,3,semi-furnished,bachelors/family
coimbatore,kovaipudur,15396,794,2,2,semi-furnished,bachelors/family
coimbatore,ukkadam,15271,798,2,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,14549,1151,3,3,semi-furnished,bachelors/family
coimbatore,avinashi road,6068,580,1,1,unfurnished,family
coimbatore,kovaipudur,71217,1520,3,2,unfurnished,bachelors/family
coimbatore,gandhipuram,75626,2128,4,5,semi-furnished,family
coimbatore,kalapatti,24129,1304,3,2,semi-furnished,bachelors/family
coimbatore,kovaipudur,15747,698,2,2,furnished,bachelors/family
coimbatore,thudiyalur,11631,1348,3,3,semi-furnished,bachelors
coimbatore,avinashi road,4174,409,1,1,unfurnished,bachelors/family
coimbatore,gandhipuram,14681,1260,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,20231,902,2,2,semi-furnished,bachelors/family
coimbatore,race course,37397,1502,3,3,semi-furnished,bachelors/family
coimbatore,saravanampatti,14549,732,2,2,semi-furnished,bachelors/family
coimbatore,avinashi road,14513,1557,2,2,unfurnished,bachelors
coimbatore,gandhipuram,4279,151,1,1,semi-furnished,bachelors/family
coimbatore,saibaba colony,9248,1223,2,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,10465,738,2,2,unfurnished,bachelors/family
coimbatore,kalapatti,8135,678,1,1,semi-furnished,bachelors/family
coimbatore,thudiyalur,20508,1882,2,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,11886,950,2,2,semi-furnished,family
coimbatore,ukkadam,15798,1122,2,2,semi-furnished,bachelors/family
coimbatore,race course,12820,469,1,1,unfurnished,bachelors
coimbatore,ramanathapuram,24855,1069,2,2,semi-furnished,family
coimbatore,thudiyalur,15259,490,1,1,semi-furnished,family
coimbatore,kalapatti,8860,909,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,10478,507,1,1,unfurnished,bachelors
coimbatore,kuniamuthur,12802,1219,2,3,semi-furnished,bachelors/family
coimbatore,kalapatti,19614,780,2,2,semi-furnished,bachelors/family
coimbatore,town hall,12523,727,1,1,semi-furnished,bachelors/family
coimbatore,race course,14316,994,2,2,unfurnished,family
coimbatore,singanallur,12452,839,2,2,furnished,bachelors/family
coimbatore,thudiyalur,32459,2087,3,3,furnished,bachelors/family
coimbatore,peelamedu,17641,1225,3,2,semi-furnished,bachelors
coimbatore,saravanampatti,43106,1443,3,2,unfurnished,bachelors
coimbatore,town hall,27707,1585,2,3,semi-furnished,bachelors/family
coimbatore,rs puram,12296,974,2,2,semi-furnished,family
coimbatore,thudiyalur,15050,1311,2,2,furnished,bachelors/family
coimbatore,rs puram,6697,768,1,1,unfurnished,bachelors/family
coimbatore,kalapatti,35646,1441,3,3,semi-furnished,bachelors/family
coimbatore,thudiyalur,6257,447,1,1,unfurnished,bachelors/family
coimbatore,rs puram,15557,760,2,2,unfurnished,bachelors/family
coimbatore,singanallur,14905,1099,2,2,unfurnished,bachelors
coimbatore,rs puram,14339,1550,2,2,unfurnished,bachelors
coimbatore,saravanampatti,67699,2163,3,3,semi-furnished,bachelors/family
coimbatore,kovaipudur,12395,749,2,2,semi-furnished,bachelors
coimbatore,saravanampatti,10989,454,2,2,semi-furnished,bachelors/family
coimbatore,peelamedu,7381,758,1,1,unfurnished,bachelors/family
coimbatore,rs puram,6269,359,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,312984,3438,3,3,semi-furnished,bachelors/family
coimbatore,town hall,14947,709,2,2,unfurnished,bachelors
coimbatore,kovaipudur,8126,652,1,1,semi-furnished,bachelors/family
coimbatore,rs puram,11501,829,3,2,semi-furnished,bachelors/family
coimbatore,avinashi road,10509,682,2,2,semi-furnished,family
coimbatore,ramanathapuram,12758,457,1,1,unfurnished,bachelors
coimbatore,rs puram,7177,751,1,1,unfurnished,bachelors/family
coimbatore,ramanathapuram,11438,903,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,7694,619,2,2,unfurnished,bachelors/family
coimbatore,kalapatti,24754,1148,2,2,semi-furnished,bachelors
coimbatore,avinashi road,8790,379,1,1,unfurnished,bachelors/family
coimbatore,singanallur,8170,296,1,1,unfurnished,bachelors/family
coimbatore,kovaipudur,11968,733,1,1,semi-furnished,bachelors/family
coimbatore,rs puram,18420,1234,3,2,semi-furnished,bachelors
coimbatore,singanallur,7562,721,2,1,unfurnished,bachelors/family
coimbatore,ramanathapuram,11475,478,2,1,unfurnished,bachelors/family
coimbatore,town hall,6826,576,1,1,unfurnished,bachelors/family
coimbatore,peelamedu,12723,913,2,2,furnished,family
coimbatore,saibaba colony,11141,427,2,2,semi-furnished,bachelors/family
coimbatore,kovaipudur,43462,1392,3,2,unfurnished,bachelors
coimbatore,kovaipudur,187164,2175,4,4,semi-furnished,bachelors/family
coimbatore,saibaba colony,7366,810,1,1,unfurnished,bachelors/family
coimbatore,saibaba colony,30336,1763,3,3,semi-furnished,bachelors
coimbatore,kuniamuthur,16211,750,2,2,unfurnished,bachelors/family
coimbatore,saravanampatti,33349,1091,3,3,semi-furnished,family
coimbatore,race course,19989,1235,3,2,semi-furnished,bachelors
coimbatore,kalapatti,14612,1062,2,2,semi-furnished,bachelors/family
coimbatore,race course,19818,868,2,2,semi-furnished,bachelors/family
coimbatore,peelamedu,14198,1209,3,2,semi-furnished,bachelors/family
coimbatore,rs puram,15902,1390,2,3,semi-furnished,bachelors
coimbatore,thudiyalur,14475,1021,2,2,unfurnished,family
coimbatore,town hall,86553,3500,3,3,semi-furnished,bachelors/family
coimbatore,kuniamuthur,15131,1061,2,2,semi-furnished,bachelors/family
coimbatore,avinashi road,14499,1129,2,2,unfurnished,bachelors
coimbatore,thudiyalur,14414,1283,2,2,furnished,bachelors/family
coimbatore,peelamedu,7674,789,2,1,unfurnished,bachelors/family
coimbatore,avinashi road,10458,493,1,1,unfurnished,bachelors
coimbatore,race course,17751,469,1,1,semi-furnished,bachelors/family
coimbatore,saravanampatti,14715,799,2,2,unfurnished,bachelors
coimbatore,ukkadam,4349,150,1,1,semi-furnished,bachelors/family
coimbatore,town hall,8246,542,1,1,furnished,bachelors/family
coimbatore,saravanampatti,11915,984,2,2,furnished,family
coimbatore,saibaba colony,19089,1173,3,2,unfurnished,bachelors/family
coimbatore,kuniamuthur,19551,885,2,2,semi-furnished,bachelors/family
coimbatore,race course,10495,518,1,1,unfurnished,bachelors
coimbatore,thudiyalur,126814,2827,3,5,furnished,bachelors/family
coimbatore,kalapatti,50417,1578,3,3,furnished,bachelors/family
coimbatore,gandhipuram,13525,893,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,29608,1373,3,3,semi-furnished,bachelors/family
coimbatore,race course,46247,2250,3,3,unfurnished,bachelors/family
coimbatore,ramanathapuram,11392,754,2,1,unfurnished,bachelors/family
coimbatore,ramanathapuram,23611,2104,3,2,semi-furnished,family
coimbatore,kuniamuthur,16813,443,1,1,semi-furnished,bachelors/family
coimbatore,ramanathapuram,7878,871,2,1,unfurnished,bachelors/family
coimbatore,kuniamuthur,16217,1412,2,3,semi-furnished,bachelors
coimbatore,peelamedu,6545,540,1,1,unfurnished,bachelors/family
coimbatore,race course,13742,1020,2,2,unfurnished,family
coimbatore,ukkadam,12259,928,2,2,semi-furnished,family
coimbatore,rs puram,8611,395,1,1,unfurnished,bachelors/family
coimbatore,rs puram,8600,976,2,2,semi-furnished,bachelors/family
coimbatore,singanallur,125762,2629,3,5,furnished,bachelors/family
coimbatore,ukkadam,37157,1549,3,3,semi-furnished,bachelors/family
coimbatore,saibaba colony,12412,920,2,2,unfurnished,bachelors
coimbatore,ramanathapuram,20063,1181,3,2,semi-furnished,bachelors
coimbatore,singanallur,20877,1073,3,2,unfurnished,bachelors/family
coimbatore,ramanathapuram,9187,778,2,2,semi-furnished,bachelors/family
coimbatore,avinashi road,19214,1131,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,14107,1117,2,2,unfurnished,bachelors
coimbatore,saibaba colony,33627,1415,3,2,semi-furnished,bachelors
coimbatore,kuniamuthur,5365,769,2,2,unfurnished,bachelors/family
coimbatore,ukkadam,22212,1982,3,2,semi-furnished,family
coimbatore,thudiyalur,15701,779,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,14996,1053,2,2,semi-furnished,bachelors/family
coimbatore,race course,12298,1337,3,3,semi-furnished,bachelors
coimbatore,saibaba colony,33312,1232,3,3,semi-furnished,family
coimbatore,town hall,69758,2070,3,3,semi-furnished,bachelors/family
coimbatore,singanallur,23314,906,3,2,unfurnished,bachelors
coimbatore,kuniamuthur,12568,923,2,2,furnished,family
coimbatore,singanallur,11634,644,2,2,unfurnished,bachelors/family
coimbatore,avinashi road,10756,687,2,2,unfurnished,bachelors/family
coimbatore,ramanathapuram,14114,1063,2,2,unfurnished,bachelors/family
coimbatore,town hall,20326,606,2,1,unfurnished,family
coimbatore,kalapatti,14873,1092,2,2,semi-furnished,bachelors/family
coimbatore,ukkadam,10670,790,3,2,semi-furnished,bachelors/family
coimbatore,rs puram,12044,948,2,2,furnished,family
coimbatore,kalapatti,43774,1491,3,2,unfurnished,bachelors
coimbatore,kovaipudur,7871,302,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,24736,1171,2,2,semi-furnished,bachelors
coimbatore,kuniamuthur,11734,612,2,2,unfurnished,bachelors/family
coimbatore,kuniamuthur,8012,744,2,1,unfurnished,bachelors/family
coimbatore,saibaba colony,9066,812,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,7821,844,2,1,unfurnished,bachelors/family
coimbatore,race course,77091,1927,3,3,semi-furnished,bachelors
coimbatore,ukkadam,10079,1812,3,3,unfurnished,bachelors/family
coimbatore,thudiyalur,10483,804,2,2,unfurnished,family
coimbatore,saibaba colony,72547,1516,3,2,unfurnished,bachelors/family
coimbatore,saibaba colony,26196,1016,2,2,semi-furnished,family
coimbatore,ukkadam,11774,848,2,2,unfurnished,family
coimbatore,peelamedu,6929,627,1,1,unfurnished,bachelors/family
coimbatore,saibaba colony,33539,1061,3,3,semi-furnished,family
coimbatore,kovaipudur,8931,1200,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,10139,505,1,1,unfurnished,bachelors
coimbatore,saravanampatti,6675,511,1,1,unfurnished,bachelors/family
coimbatore,thudiyalur,15439,687,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,10074,927,2,2,semi-furnished,bachelors/family
coimbatore,race course,7071,761,2,2,unfurnished,family
coimbatore,singanallur,10930,665,2,2,unfurnished,bachelors/family
coimbatore,race course,15091,1102,2,2,unfurnished,bachelors
coimbatore,town hall,11249,706,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,7616,786,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,18447,2008,4,4,semi-furnished,family
coimbatore,avinashi road,15512,806,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,33637,1158,3,3,semi-furnished,family
coimbatore,ukkadam,303829,3556,3,3,semi-furnished,bachelors/family
coimbatore,rs puram,8698,959,2,2,semi-furnished,bachelors/family
coimbatore,town hall,14907,1315,2,2,furnished,bachelors/family
coimbatore,town hall,10961,803,3,2,semi-furnished,bachelors/family
coimbatore,kovaipudur,20151,592,2,1,unfurnished,family
coimbatore,kalapatti,4960,412,1,1,unfurnished,bachelors/family
coimbatore,kuniamuthur,10157,516,1,1,unfurnished,bachelors
coimbatore,ukkadam,6559,513,1,1,unfurnished,bachelors/family
coimbatore,thudiyalur,15782,1318,2,2,furnished,bachelors/family
coimbatore,ramanathapuram,110890,1426,3,3,furnished,bachelors/family
coimbatore,saibaba colony,7155,634,2,2,unfurnished,bachelors/family
coimbatore,saibaba colony,20876,1052,3,2,unfurnished,bachelors/family
coimbatore,rs puram,15781,409,2,2,unfurnished,bachelors/family
coimbatore,saravanampatti,13811,1096,2,2,semi-furnished,bachelors/family
coimbatore,singanallur,20099,769,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,7720,283,1,1,unfurnished,bachelors/family
coimbatore,singanallur,29876,1139,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,47461,2118,3,3,unfurnished,bachelors/family
coimbatore,kalapatti,10207,964,2,2,semi-furnished,family
coimbatore,singanallur,13015,954,3,2,furnished,bachelors/family
coimbatore,kalapatti,14350,1320,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,12123,956,2,2,unfurnished,bachelors
coimbatore,saibaba colony,9019,950,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,7821,747,2,1,unfurnished,bachelors/family
coimbatore,rs puram,10943,728,2,1,unfurnished,bachelors/family
coimbatore,kovaipudur,11051,955,2,2,semi-furnished,bachelors
coimbatore,peelamedu,35981,1457,3,3,semi-furnished,bachelors/family
coimbatore,town hall,15127,1046,2,2,unfurnished,bachelors
coimbatore,kalapatti,12129,825,2,2,furnished,bachelors/family
coimbatore,avinashi road,20059,588,2,1,unfurnished,family
coimbatore,kovaipudur,10778,1467,2,2,furnished,bachelors/family
coimbatore,saravanampatti,8976,881,2,2,semi-furnished,bachelors/family
coimbatore,gandhipuram,12927,970,2,2,furnished,family
coimbatore,singanallur,15699,1135,2,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,15502,1147,2,2,semi-furnished,bachelors/family
coimbatore,peelamedu,7414,837,2,2,unfurnished,bachelors/family
coimbatore,town hall,33550,1551,3,3,semi-furnished,family
coimbatore,ukkadam,22375,1994,3,2,semi-furnished,family
coimbatore,kovaipudur,10357,800,2,2,unfurnished,family
coimbatore,ukkadam,25662,1243,2,2,semi-furnished,family
coimbatore,saibaba colony,47358,1565,3,3,furnished,bachelors/family
coimbatore,avinashi road,20724,1103,3,2,furnished,bachelors
coimbatore,kovaipudur,12791,991,2,2,unfurnished,bachelors
coimbatore,gandhipuram,15397,1011,2,2,semi-furnished,bachelors/family
coimbatore,kalapatti,2935,349,1,1,unfurnished,bachelors/family
coimbatore,kovaipudur,15126,1044,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,21897,2013,3,2,semi-furnished,family
coimbatore,avinashi road,12845,910,2,2,unfurnished,bachelors
coimbatore,gandhipuram,12530,1245,2,3,semi-furnished,bachelors/family
coimbatore,rs puram,8236,627,1,2,unfurnished,bachelors/family
coimbatore,race course,3033,348,1,1,unfurnished,bachelors/family
coimbatore,saravanampatti,12854,1042,3,2,furnished,bachelors/family
coimbatore,avinashi road,33456,1382,3,2,semi-furnished,bachelors
coimbatore,gandhipuram,183293,2246,4,4,semi-furnished,bachelors/family
coimbatore,saibaba colony,8641,484,1,1,unfurnished,bachelors/family
coimbatore,saibaba colony,10456,430,2,2,semi-furnished,bachelors/family
coimbatore,kalapatti,11167,649,2,2,unfurnished,bachelors/family
coimbatore,thudiyalur,15813,970,2,2,unfurnished,bachelors/family
coimbatore,saibaba colony,74911,2129,4,5,semi-furnished,family
coimbatore,ukkadam,19305,1994,4,4,semi-furnished,family
coimbatore,race course,34295,1238,3,3,semi-furnished,family
coimbatore,ramanathapuram,19500,794,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,19768,1219,3,2,semi-furnished,bachelors
coimbatore,kalapatti,42436,1380,3,2,unfurnished,bachelors
coimbatore,saravanampatti,20157,937,2,2,semi-furnished,bachelors/family
coimbatore,kuniamuthur,45584,2116,3,3,unfurnished,bachelors/family
coimbatore,kalapatti,13235,457,1,1,unfurnished,bachelors
coimbatore,town hall,10078,816,2,2,semi-furnished,bachelors/family
coimbatore,race course,24308,1148,2,2,semi-furnished,bachelors
coimbatore,singanallur,5029,357,1,1,unfurnished,bachelors/family
coimbatore,thudiyalur,28008,1234,2,2,semi-furnished,bachelors/family
coimbatore,peelamedu,17671,796,2,2,semi-furnished,bachelors/family
coimbatore,saravanampatti,19347,979,3,1,semi-furnished,bachelors/family
coimbatore,town hall,16159,714,2,2,furnished,bachelors/family
coimbatore,rs puram,11350,749,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,11018,661,2,2,unfurnished,bachelors/family
coimbatore,peelamedu,14325,1544,2,2,unfurnished,bachelors
coimbatore,peelamedu,32918,1108,3,3,semi-furnished,family
coimbatore,saibaba colony,114919,1421,3,3,furnished,bachelors/family
coimbatore,gandhipuram,25698,1023,2,2,semi-furnished,family
coimbatore,gandhipuram,19782,1988,4,4,semi-furnished,family
coimbatore,ramanathapuram,12695,905,2,2,unfurnished,bachelors
coimbatore,kovaipudur,46046,1816,3,3,semi-furnished,bachelors/family
coimbatore,kuniamuthur,13629,1061,2,2,unfurnished,family
coimbatore,kuniamuthur,14453,753,2,2,semi-furnished,bachelors/family
coimbatore,avinashi road,7718,822,2,1,unfurnished,bachelors/family
coimbatore,rs puram,9527,926,2,2,semi-furnished,bachelors/family
coimbatore,rs puram,17917,806,2,2,semi-furnished,bachelors/family
coimbatore,ramanathapuram,26593,1147,2,2,semi-furnished,bachelors
coimbatore,town hall,24193,1061,3,2,unfurnished,bachelors
coimbatore,saibaba colony,24974,1000,2,2,semi-furnished,family
coimbatore,singanallur,25824,1035,2,2,semi-furnished,family
coimbatore,singanallur,7365,647,2,2,unfurnished,bachelors/family
coimbatore,ukkadam,18840,1194,3,2,semi-furnished,bachelors
coimbatore,kalapatti,20233,808,2,2,semi-furnished,bachelors/family
coimbatore,race course,25142,2002,3,4,semi-furnished,bachelors/family
coimbatore,town hall,10856,1005,2,2,semi-furnished,family
coimbatore,thudiyalur,24664,2084,3,4,semi-furnished,family
coimbatore,ramanathapuram,117061,1495,3,3,furnished,bachelors/family
coimbatore,town hall,11517,497,2,1,unfurnished,bachelors/family
coimbatore,gandhipuram,6941,928,2,2,semi-furnished,bachelors/family
coimbatore,thudiyalur,7130,643,2,2,unfurnished,bachelors/family
coimbatore,thudiyalur,19891,944,3,1,semi-furnished,bachelors/family
coimbatore,town hall,6795,824,1,1,unfurnished,bachelors/family
coimbatore,peelamedu,9523,1239,2,2,semi-furnished,bachelors/family
coimbatore,ukkadam,11205,912,1,2,unfurnished,bachelors/family
coimbatore,rs puram,12343,732,2,2,semi-furnished,bachelors
coimbatore,kalapatti,29888,1429,3,3,semi-furnished,bachelors/family
coimbatore,saibaba colony,11590,778,2,2,furnished,bachelors/family
coimbatore,saibaba colony,50216,1557,3,3,semi-furnished,bachelors
coimbatore,kovaipudur,79043,2125,4,5,semi-furnished,family
coimbatore,saibaba colony,14799,649,2,2,unfurnished,bachelors
coimbatore,thudiyalur,35004,1220,3,3,semi-furnished,family
coimbatore,kuniamuthur,6895,622,1,1,unfurnished,bachelors/family
coimbatore,singanallur,11272,1120,2,1,semi-furnished,family
coimbatore,ukkadam,17380,757,2,2,semi-furnished,bachelors/family
coimbatore,race course,14002,1208,3,2,semi-furnished,bachelors/family
coimbatore,saibaba colony,35467,1527,3,3,semi-furnished,family
coimbatore,ramanathapuram,8032,294,1,1,unfurnished,bachelors/family
coimbatore,thudiyalur,15477,814,2,2,semi-furnished,bachelors/family
coimbatore,kovaipudur,11730,748,2,1,unfurnished,bachelors/family
coimbatore,rs puram,15311,1217,2,2,semi-furnished,bachelors/family
coimbatore,kuniamuthur,20178,1989,4,4,semi-furnished,family
